airtable_id,type,timestamp,operator,station,fields_json,lots
recrr2liptcoP2lXF,SpawnedToBulk,,,Spawn to Bulk,"{""grain_input_ids"":[""recyqYL44TqqBy1EY""],""substrate_input_ids"":[""recqNWxKXKlnPlFdh"",""recPvM388KhFU75We""],""per_output_unit_size_lb"":8.5,""output_item_code"":""FB-MM75-LG"",""output_index"":1,""output_count"":2}",
recs2xl25gJd5Eq6r,Received,2026-03-27T20:38:13.169Z,,Receiving,"{""vendor_name"":""MYYCO"",""vendor_batch"":null,""source_type"":""Purchased"",""total_volume_ml"":10}",
recsBYW3qkshJyXvF,Sterilized,2026-03-30T17:39:50.874Z,system,Sterilizer OUT,"{""run_id"":""rect5WtJiGG4WFH27"",""run_no"":""RUN-260327-FH27"",""process_type"":""sterilize"",""unit_size"":500}",
rectEeYEOOcwq5O6x,FullyColonized,2026-04-17T20:38:43.682Z,,Dark Room,{},
rectXhuB3pvtVrsvH,FruitingStart,2026-04-15T23:10:10.544Z,,Fruiting,,
recteZ4icELHLRM6B,Received,2026-03-27T20:20:06.258Z,,Receiving,"{""vendor_name"":""Fungaia"",""vendor_batch"":null,""source_type"":""Purchased"",""total_volume_ml"":10}",
recu30jMpOHeJUQVJ,Inoculated,2026-04-12T20:54:25.968Z,,Inoculation,"{""source_lot_id"":""recD3JJzM2GofILyI"",""source_category"":""lc_flask"",""volume_ml"":0.25,""operator"":"""",""target_lot_id"":""LOT-260327-ZYdv""}",
recuNU92M7nWPWaKG,Sterilized,2026-03-30T16:15:34.671Z,system,Sterilizer OUT,"{""run_id"":""recpFcbTcKrw3DX6J"",""run_no"":""RUN-260327-DX6J"",""process_type"":""sterilize"",""unit_size"":500}",
recuXnkpBKauxl9Jd,Inoculated,2026-03-30T16:22:11.240Z,,Inoculation,"{""source_lot_id"":""recJjqkS9shuFz0jB"",""source_category"":""lc_syringe"",""volume_ml"":2.5,""operator"":"""",""target_lot_id"":""LOT-260327-9OEM""}",
recui3ROdLonks65t,FullyColonized,2026-04-17T20:39:43.985Z,,Dark Room,{},
reculgQGWxh7GssFU,SpawnedToBulk,,,Spawn to Bulk,"{""grain_input_ids"":[""rechP7fXl9hiMAEit""],""substrate_input_ids"":[""recGnWGF3f92zXBrN"",""recvQYPEs7URQGP0M"",""reclq4McHJH7t1NRT""],""per_output_unit_size_lb"":1.6666666666666667,""output_item_code"":""FB-MM75-SM"",""output_index"":2,""output_count"":6}",
recvGBtLNMbPeuzJc,Sterilized,2026-04-09T20:38:59.422Z,system,Sterilizer OUT,"{""run_id"":""recppjKznbkp9cKxo"",""run_no"":""RUN-260409-cKxo"",""process_type"":""sterilize"",""unit_size"":3}",
recvLdd235DW8QNtc,Inoculated,2026-04-12T20:53:35.184Z,,Inoculation,"{""source_lot_id"":""rec0S8lyU3KDz8cKF"",""source_category"":""lc_flask"",""volume_ml"":0.25,""operator"":"""",""target_lot_id"":""LOT-260327-wJLw""}",
recvRoFgR2hMnWmhS,Sterilized,2026-04-09T20:38:59.422Z,system,Sterilizer OUT,"{""run_id"":""recppjKznbkp9cKxo"",""run_no"":""RUN-260409-cKxo"",""process_type"":""sterilize"",""unit_size"":3}",
recvd4Uqz1EohtkmC,SpawnedToBulk,,,Spawn to Bulk,"{""grain_input_ids"":[""recBCPOYW3sNIBW1v""],""substrate_input_ids"":[""recsshF9dIWKoeLdr"",""recGHILLo2SQorGSB""],""per_output_unit_size_lb"":8.5,""output_item_code"":""FB-MM75-LG"",""output_index"":0,""output_count"":2}",
recvtYMzd6bFE2ApB,Sterilized,2026-03-30T16:15:34.671Z,system,Sterilizer OUT,"{""run_id"":""recpFcbTcKrw3DX6J"",""run_no"":""RUN-260327-DX6J"",""process_type"":""sterilize"",""unit_size"":500}",
recw0DnggfQ4Bdl1C,Inoculated,2026-04-12T20:57:31.389Z,,Inoculation,"{""source_lot_id"":""rec7UlNJ7YvvkZOzo"",""source_category"":""lc_flask"",""volume_ml"":0.25,""operator"":"""",""target_lot_id"":""LOT-260327-AKmv""}",
recwABe7hsabVEn6L,SpawnedToBulk,,,Spawn to Bulk,"{""grain_input_ids"":[""rechP7fXl9hiMAEit""],""substrate_input_ids"":[""recGnWGF3f92zXBrN"",""recvQYPEs7URQGP0M"",""reclq4McHJH7t1NRT""],""per_output_unit_size_lb"":1.6666666666666667,""output_item_code"":""FB-MM75-SM"",""output_index"":3,""output_count"":6}",
recwO1W3yzhOXyH6Q,Sterilized,2026-03-23T20:45:00.000Z,system,Sterilizer OUT,"{""run_id"":""rec8ZdEg2StmlxanB"",""run_no"":""RUN-260327-xanB"",""process_type"":""sterilize"",""unit_size"":400}",
recwRNn9aQB6lHE2G,Inoculated,2026-03-30T16:16:45.123Z,,Inoculation,"{""source_lot_id"":""recjvuOtaS1aohLiW"",""source_category"":""lc_syringe"",""volume_ml"":2.5,""operator"":"""",""target_lot_id"":""LOT-260324-LJan""}",
recwVxuZShSNeMu7c,FruitingStart,2026-03-09T21:48:35.897Z,,Fruiting,,
recwY7mNlAWDVw58Z,Inoculated,2026-04-12T20:55:36.408Z,,Inoculation,"{""source_lot_id"":""receER88nYKrLQXU4"",""source_category"":""lc_flask"",""volume_ml"":3,""operator"":"""",""target_lot_id"":""LOT-260324-AYo4""}",
recy8gW6dvXDuoWe2,SpawnedToBulk,,,Spawn to Bulk,"{""grain_input_ids"":[""recbpnsqYnzoqmmck""],""substrate_input_ids"":[""rec2A8uwuuVkSVZOr"",""recIOm9zD5t299O8n"",""recYaz120duwL1KfC"",""recYtgV461KCmHnEF"",""rectkiXBbNNAZqVYD"",""recMbqgRxWgMj5xpp""],""per_output_unit_size_lb"":2.8333333333333335,""output_item_code"":""FB-MM75-SM"",""output_index"":0,""output_count"":6}",
recz0UWhkQOnfjPlc,FruitingStart,2026-03-21T15:17:35.591Z,,Fruiting,,
recz84tkHaL04NmFt,Pasteurized,2026-03-10T18:23:50.693Z,Robert,Sterilizer OUT,"{""run_id"":""recBjYHAjvHFNP65d"",""run_no"":""RUN-260310-P65d"",""process_type"":""pasteurize"",""unit_size"":5}",
reczeHwdiFsCnaUGF,FruitingStart,2026-03-21T15:17:07.187Z,,Fruiting,,
reczgZzhHZQtnM1aW,FullyColonized,2026-04-15T23:10:38.584Z,,Dark Room,{},
recznkkHVh0q4Pmn2,Inoculated,2026-03-30T16:18:00.033Z,,Inoculation,"{""source_lot_id"":""recefSoDg8E4ZrRKW"",""source_category"":""lc_syringe"",""volume_ml"":2.5,""operator"":"""",""target_lot_id"":""LOT-260324-sD8o""}",
